"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",129061880.550203,129.061880550203,333.5,460.9,518.9,529.5,595.9,790.2
2007,"etac",137100205.676423,137.100205676423,369.8,482.2,565.9,562.5,691.5,799.9
2008,"etac",142828913.189707,142.828913189707,383.2,473.6,588.4,586,695.5,866.1
2009,"etac",141730183.132768,141.730183132768,407.3,429,596.3,581.5,686.8,805.3
2010,"etac",134700525.034438,134.700525034438,331.5,476.2,541.1,552.7,688,866.7
2011,"etac",144554095.452586,144.554095452586,376.3,412.4,652.3,593.1,715.5,950.4
2012,"etac",116269773.000016,116.269773000016,252.8,386.9,426.8,477,646.7,937.7
2013,"etac",119977375.624069,119.977375624069,318.8,347.1,485.9,492.3,630.9,768.1
2014,"etac",134070086.856645,134.070086856645,331.9,424,561.7,550.1,663.9,937.8
2015,"etac",149006782.777581,149.006782777581,384.7,448.2,621.3,611.4,753.1,883.9
2016,"etac",142813542.643613,142.813542643613,325.4,522.3,576.9,585.9,684.1,973.6
2017,"etac",163995248.931278,163.995248931278,402.5,604.3,670.9,672.8,747,920.1
2006,"esac",78172383.4844283,78.1723834844283,235.3,302.8,320,320.7,342.9,463.6
2007,"esac",86253714.2851812,86.2537142851812,220.5,336.7,365,353.9,379.1,420.6
2008,"esac",87627391.1632764,87.6273911632764,245.2,344,358.8,359.5,374.9,456.9
2009,"esac",93219827.5579914,93.2198275579914,287.1,365.3,377.9,382.5,413.7,545.6
2010,"esac",77978321.4704193,77.9783214704193,192.7,296.6,333.6,319.9,344.8,460.1
2011,"esac",86098800.2038659,86.0988002038659,241.6,332.7,348.4,353.3,396.5,538.1
2012,"esac",63375533.4721203,63.3755334721203,157.3,231.3,265.1,260,299.2,341.4
2013,"esac",76745473.4952423,76.7454734952423,184.2,292.4,328.5,314.9,337.7,436.5
2014,"esac",76614534.1065348,76.6145341065348,243.5,296.6,312,314.3,330.9,491.6
2015,"esac",91012440.0896577,91.0124400896577,220.2,364.7,385,373.4,399.9,574.5
2016,"esac",76422430.8034515,76.4224308034515,230.4,295.9,313.7,313.6,332.5,463.4
2017,"esac",82196775.285192,82.196775285192,261.8,298.5,350.1,337.2,362.1,560.3
2006,"epac",50889497.0633541,50.8894970633541,0,157.1,212.4,208.8,301.5,488.3
2007,"epac",50846491.3869639,50.8464913869639,0,157.7,242.4,208.6,326.4,435
2008,"epac",55201522.0415193,55.2015220415193,0,113.1,255.2,226.5,338.6,598.6
2009,"epac",48510355.5781425,48.5103555781425,0,0,243.4,199,323.3,459.9
2010,"epac",56722203.5546853,56.7222035546853,0,182.4,265.2,232.7,354.6,621.6
2011,"epac",58455295.2511038,58.4552952511038,0,0,344.1,239.8,388.3,654.5
2012,"epac",52894239.5118339,52.8942395118339,0,154,191.8,217,346.9,683.4
2013,"epac",43231902.1392618,43.2319021392618,0,0,206.4,177.4,300.4,473.3
2014,"epac",57455552.7463176,57.4555527463176,0,94.7,269.3,235.7,359.2,621.6
2015,"epac",57994342.6938075,57.9943426938075,0,43.34,258.4,237.9,383.1,523.2
2016,"epac",66391111.8345771,66.3911118345771,0,210.4,269.2,272.4,359.8,716
2017,"epac",81798473.6474193,81.7984736474193,0,244.7,362.4,335.6,396.7,593.1
2006,"rofc",126461.0332458,0.1264610332458,0,0,0,0.5189,0,97.52
2007,"rofc",22931.2358352,0.0229312358352,0,0,0,0.09408,0,38.06
2008,"rofc",558427.5754497,0.5584275754497,0,0,0,2.291,0.4519,172.6
2009,"rofc",541715.4480465,0.5417154480465,0,0,0,2.223,0,148
2010,"rofc",71017.4063142,0.0710174063142,0,0,0,0.2914,0,113.9
2011,"rofc",1067435.1425187,1.0674351425187,0,0,0,4.38,0,142.2
2012,"rofc",1663734.3019686,1.6637343019686,0,4.847,6.125,6.826,8.673,90.48
2013,"rofc",197486.360226,0.197486360226,0,0,0,0.8103,0.03846,115.5
2014,"rofc",124083.5582142,0.1240835582142,0,0,0,0.5091,0,115.3
2015,"rofc",1495269.5234202,1.4952695234202,0,0,3.978,6.135,10.59,169.3
2016,"rofc",3877187.7848886,3.8771877848886,0,0.2644,13.71,15.91,25.57,132.2
2017,"rofc",359680.9691925,0.3596809691925,0,0,0,1.476,0,320.9
