"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"Y","MZ",56483031.5643997,1826,10010,10380,10350,10870,11830
2007,"Y","MZ",80057843.5365702,4519,10350,10380,10400,10440,11240
2008,"Y","MZ",96929682.3949681,11880,12530,12640,12670,12820,13200
2009,"Y","MZ",107593256.747619,11700,12720,13150,13020,13260,13550
2010,"Y","MZ",82404565.3706043,2875,10630,10850,10860,11220,12240
2011,"Y","MZ",94771308.2737641,4697,11260,11350,11350,11600,11880
2012,"Y","MZ",72415510.723283,3034,9880,9933,9840,10000,10500
2013,"Y","MZ",67661533.3546854,2792,11170,11440,11310,11590,12090
2014,"Y","MZ",74339954.9404279,3467,11480,11650,11610,11810,12640
2015,"Y","MZ",82145920.2928191,6242,12650,12790,12770,12910,13380
2016,"Y","MZ",89779114.1155704,4213,12010,12190,12240,12510,13260
2017,"Y","MZ",100421457.189352,4069,13460,13520,13480,13590,13780
2006,"Y","WH",1240388.86401801,1596,4714,4752,4710,4824,4934
2007,"Y","WH",468157.28771988,2935,3133,3133,3143,3159,3337
2008,"Y","WH",328943.38124979,582.6,4035,4036,4052,4070,4416
2009,"Y","WH",1012632.46807041,4218,4547,4561,4524,4563,4788
2010,"Y","WH",895356.75857499,4452,4633,4633,4742,4991,5147
2011,"Y","WH",238748.11422417,1736,4423,4733,4535,4733,4916
2012,"Y","WH",1525632.67264149,3857,4281,4360,4345,4386,4668
2013,"Y","WH",1117863.56168676,1458,4156,4185,4120,4204,4629
2014,"Y","WH",2371345.68797991,510.9,4042,4096,4177,4354,5063
2015,"Y","WH",1773711.96161886,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833898.60474405,4228,4483,4669,4585,4680,5158
2017,"Y","WH",1523993.30362188,1010,4527,4647,4570,4680,5335
2006,"Y","SG",4023787.36590747,4342,5422,5459,5505,5604,5994
2007,"Y","SG",632121.72984405,3579,5424,5433,5453,5444,5940
2008,"Y","SG",929264.83798392,5188,5578,5637,5636,5665,6024
2009,"Y","SG",631589.08330458,5621,6057,6092,6081,6093,6305
2010,"Y","SG",785889.82985913,4246,5333,5431,5441,5615,5776
2011,"Y","SG",806381.13557709,4564,5232,5317,5317,5349,5707
2012,"Y","SG",816298.03744866,3397,5123,5303,5216,5349,5349
2013,"Y","SG",4735991.8721853,2962,4855,5067,4996,5178,5447
2014,"Y","SG",7475927.31698913,4148,5789,5882,5881,5965,6282
2015,"Y","SG",7332011.48442006,4527,5813,5867,5864,5939,6106
2016,"Y","SG",6442910.92119105,4093,5505,5654,5621,5701,5871
2017,"Y","SG",3385031.80560489,5196,5756,5809,5805,5864,6019
2006,"Y","SB",825620.98328649,3026,3361,3381,3410,3499,3704
2007,"Y","SB",2046526.3168254,2901,3191,3201,3243,3319,3551
2008,"Y","SB",4609485.37695447,2571,3457,3569,3575,3687,3754
2009,"Y","SB",5751878.80044447,3345,3746,3769,3781,3856,3985
2010,"Y","SB",7455783.58039593,2137,3278,3334,3344,3422,3630
2011,"Y","SB",5056299.52871553,2447,3228,3254,3304,3428,3532
2012,"Y","SB",3705001.65636291,1662,2996,3028,3060,3144,3495
2013,"Y","SB",4449462.3920232,1458,3072,3184,3151,3234,3504
2014,"Y","SB",2749516.85657295,2595,3633,3686,3683,3775,3883
2015,"Y","SB",4099523.95633131,2590,3599,3616,3627,3674,3790
2016,"Y","SB",2428430.11567803,2675,3424,3451,3454,3486,3586
2017,"Y","SB",4065570.92011131,2923,3705,3717,3719,3738,3835
2006,"Y","AL",1061080.98749775,2834,3041,3051,3072,3118,3147
2007,"Y","AL",928640.18273868,1853,3111,3122,3159,3217,3270
2008,"Y","AL",901988.881065,3055,3085,3241,3179,3258,3297
2009,"Y","AL",371669.75735751,3201,3202,3224,3241,3233,3361
2010,"Y","AL",808089.3891063,2173,3054,3097,3118,3208,3211
2011,"Y","AL",711695.32683498,2580,2828,3069,2985,3094,3103
2012,"Y","AL",405671.0652036,1252,2638,2675,2704,2806,2833
2013,"Y","AL",664162.49007567,593.6,2414,2581,2496,2725,2827
2014,"Y","AL",894931.1514081,2439,3262,3299,3278,3320,3372
2015,"Y","AL",487715.92763211,1741,2958,2993,2899,3007,3181
2016,"Y","AL",371236.2862725,1347,2812,2837,2837,2946,3017
2017,"Y","AL",512144.76038535,1902,2947,3032,2998,3065,3074
